seed,variant,step,entity_retention,semantic_drift,hallucination_proxy,vocab_collapse
13,uncontrolled,24,0.162047,0.47726,0.0,0.95
13,uncontrolled,25,0.162047,0.489963,0.0,0.95
13,uncontrolled,26,0.15565,0.500096,0.0,0.9125
13,uncontrolled,27,0.147122,0.509355,0.0,0.8625
13,uncontrolled,28,0.157783,0.476807,0.0,0.925
13,uncontrolled,29,0.159915,0.502418,0.0,0.9375
13,uncontrolled,30,0.159915,0.483885,0.0,0.9375
13,oea_controlled,0,0.151386,0.517393,0.0,0.8875
13,oea_controlled,1,0.15565,0.47942,0.0,0.9125
13,oea_controlled,2,0.157783,0.449115,0.0,0.925
13,oea_controlled,3,0.157783,0.488349,0.0,0.925
13,oea_controlled,4,0.162047,0.500134,0.0,0.95
13,oea_controlled,5,0.159915,0.462904,0.0,0.9375
13,oea_controlled,6,0.162047,0.509931,0.0,0.95
13,oea_controlled,7,0.151386,0.446143,0.0,0.8875
13,oea_controlled,8,0.153518,0.475421,0.0,0.9
13,oea_controlled,9,0.159915,0.455121,0.0,0.9375
13,oea_controlled,10,0.159915,0.473644,0.0,0.9375
13,oea_controlled,11,0.151386,0.473743,0.0,0.8875
13,oea_controlled,12,0.153518,0.507446,0.0,0.9
13,oea_controlled,13,0.159915,0.492883,0.0,0.9375
13,oea_controlled,14,0.159915,0.483187,0.0,0.9375
13,oea_controlled,15,0.157783,0.485419,0.0,0.925
13,oea_controlled,16,0.153518,0.483969,0.0,0.9
13,oea_controlled,17,0.157783,0.45169,0.0,0.925
13,oea_controlled,18,0.164179,0.477566,0.0,0.9625
13,oea_controlled,19,0.162047,0.517116,0.0,0.95
13,oea_controlled,20,0.157783,0.439525,0.0,0.925
13,oea_controlled,21,0.153518,0.437148,0.0,0.9
13,oea_controlled,22,0.153518,0.485382,0.0,0.9
13,oea_controlled,23,0.153518,0.484083,0.0,0.9
13,oea_controlled,24,0.15565,0.521256,0.0,0.9125
13,oea_controlled,25,0.164179,0.432135,0.0,0.9625
13,oea_controlled,26,0.157783,0.495799,0.0,0.925
13,oea_controlled,27,0.157783,0.48335,0.0,0.925
13,oea_controlled,28,0.153518,0.486205,0.0,0.9
13,oea_controlled,29,0.15565,0.463883,0.0,0.9125
13,oea_controlled,30,0.157783,0.432267,0.0,0.925
14,uncontrolled,0,0.157783,0.481547,0.0,0.925
14,uncontrolled,1,0.15565,0.520058,0.0,0.9125
14,uncontrolled,2,0.149254,0.512135,0.0,0.875
14,uncontrolled,3,0.162047,0.503765,0.0,0.95
14,uncontrolled,4,0.15565,0.528548,0.0,0.9125
14,uncontrolled,5,0.151386,0.508017,0.0,0.8875
14,uncontrolled,6,0.157783,0.524087,0.0,0.925
14,uncontrolled,7,0.15565,0.451885,0.0,0.9125
14,uncontrolled,8,0.157783,0.497469,0.0,0.925
14,uncontrolled,9,0.15565,0.496705,0.0,0.9125
14,uncontrolled,10,0.157783,0.512203,0.0,0.925
14,uncontrolled,11,0.153518,0.537864,0.0,0.9
14,uncontrolled,12,0.162047,0.497783,0.0,0.95
14,uncontrolled,13,0.15565,0.503621,0.0,0.9125
14,uncontrolled,14,0.159915,0.501911,0.0,0.9375
14,uncontrolled,15,0.151386,0.474354,0.0,0.8875
14,uncontrolled,16,0.159915,0.515849,0.0,0.9375
14,uncontrolled,17,0.15565,0.502131,0.0,0.9125
14,uncontrolled,18,0.159915,0.471615,0.0,0.9375
14,uncontrolled,19,0.162047,0.481983,0.0,0.95
14,uncontrolled,20,0.159915,0.504309,0.0,0.9375
14,uncontrolled,21,0.157783,0.472599,0.0,0.925
14,uncontrolled,22,0.162047,0.478955,0.0,0.95
14,uncontrolled,23,0.157783,0.468109,0.0,0.925
14,uncontrolled,24,0.153518,0.491844,0.0,0.9
14,uncontrolled,25,0.15565,0.496101,0.0,0.9125
14,uncontrolled,26,0.162047,0.508992,0.0,0.95
14,uncontrolled,27,0.162047,0.490087,0.0,0.95
14,uncontrolled,28,0.15565,0.464792,0.0,0.9125
14,uncontrolled,29,0.153518,0.497671,0.0,0.9
14,uncontrolled,30,0.151386,0.484031,0.0,0.8875
14,oea_controlled,0,0.164179,0.490562,0.0,0.9625
14,oea_controlled,1,0.157783,0.473045,0.0,0.925
14,oea_controlled,2,0.162047,0.489704,0.0,0.95
14,oea_controlled,3,0.149254,0.492279,0.0,0.875
14,oea_controlled,4,0.15565,0.470056,0.0,0.9125
14,oea_controlled,5,0.153518,0.482591,0.0,0.9
14,oea_controlled,6,0.157783,0.489327,0.0,0.925
14,oea_controlled,7,0.149254,0.507216,0.0,0.875
14,oea_controlled,8,0.149254,0.49352,0.0,0.875
14,oea_controlled,9,0.159915,0.492659,0.0,0.9375
14,oea_controlled,10,0.15565,0.490504,0.0,0.9125
14,oea_controlled,11,0.162047,0.479966,0.0,0.95
14,oea_controlled,12,0.157783,0.489805,0.0,0.925
14,oea_controlled,13,0.164179,0.484512,0.0,0.9625
14,oea_controlled,14,0.162047,0.490568,0.0,0.95
14,oea_controlled,15,0.15565,0.482803,0.0,0.9125
14,oea_controlled,16,0.153518,0.488827,0.0,0.9
14,oea_controlled,17,0.159915,0.480467,0.0,0.9375
14,oea_controlled,18,0.162047,0.466848,0.0,0.95
14,oea_controlled,19,0.159915,0.504021,0.0,0.9375
14,oea_controlled,20,0.151386,0.495328,0.0,0.8875
14,oea_controlled,21,0.164179,0.454966,0.0,0.9625
14,oea_controlled,22,0.15565,0.479951,0.0,0.9125
14,oea_controlled,23,0.157783,0.488713,0.0,0.925
14,oea_controlled,24,0.162047,0.484641,0.0,0.95
14,oea_controlled,25,0.157783,0.488374,0.0,0.925
14,oea_controlled,26,0.153518,0.501941,0.0,0.9
14,oea_controlled,27,0.15565,0.50953,0.0,0.9125
14,oea_controlled,28,0.159915,0.463087,0.0,0.9375
14,oea_controlled,29,0.162047,0.447742,0.0,0.95
14,oea_controlled,30,0.147122,0.492962,0.0,0.8625
15,uncontrolled,0,0.162047,0.509603,0.0,0.95
15,uncontrolled,1,0.159915,0.48235,0.0,0.9375
15,uncontrolled,2,0.153518,0.483561,0.0,0.9
15,uncontrolled,3,0.147122,0.523737,0.0,0.8625
15,uncontrolled,4,0.164179,0.478684,0.0,0.9625
15,uncontrolled,5,0.15565,0.509027,0.0,0.9125
15,uncontrolled,6,0.157783,0.49724,0.0,0.925
15,uncontrolled,7,0.164179,0.471876,0.0,0.9625
15,uncontrolled,8,0.159915,0.498694,0.0,0.9375
15,uncontrolled,9,0.162047,0.482746,0.0,0.95
15,uncontrolled,10,0.168443,0.467861,0.0,0.9875
15,uncontrolled,11,0.147122,0.473251,0.0,0.8625
15,uncontrolled,12,0.151386,0.489231,0.0,0.8875
15,uncontrolled,13,0.153518,0.484581,0.0,0.9
15,uncontrolled,14,0.153518,0.496964,0.0,0.9
15,uncontrolled,15,0.149254,0.511724,0.0,0.875
15,uncontrolled,16,0.151386,0.511598,0.0,0.8875
15,uncontrolled,17,0.157783,0.484531,0.0,0.925
15,uncontrolled,18,0.162047,0.516053,0.0,0.95
15,uncontrolled,19,0.162047,0.479186,0.0,0.95
15,uncontrolled,20,0.15565,0.513848,0.0,0.9125
15,uncontrolled,21,0.157783,0.462486,0.0,0.925
15,uncontrolled,22,0.15565,0.506127,0.0,0.9125
15,uncontrolled,23,0.15565,0.486586,0.0,0.9125
15,uncontrolled,24,0.164179,0.495228,0.0,0.9625
15,uncontrolled,25,0.157783,0.481338,0.0,0.925
15,uncontrolled,26,0.153518,0.49555,0.0,0.9
15,uncontrolled,27,0.149254,0.500454,0.0,0.875
15,uncontrolled,28,0.15565,0.511907,0.0,0.9125
15,uncontrolled,29,0.157783,0.464347,0.0,0.925
15,uncontrolled,30,0.15565,0.481495,0.0,0.9125
15,oea_controlled,0,0.147122,0.48063,0.0,0.8625
15,oea_controlled,1,0.159915,0.4596,0.0,0.9375
15,oea_controlled,2,0.157783,0.45947,0.0,0.925
15,oea_controlled,3,0.149254,0.503292,0.0,0.875
15,oea_controlled,4,0.162047,0.487721,0.0,0.95
15,oea_controlled,5,0.159915,0.454942,0.0,0.9375
15,oea_controlled,6,0.153518,0.513421,0.0,0.9
15,oea_controlled,7,0.15565,0.479345,0.0,0.9125
15,oea_controlled,8,0.153518,0.487491,0.0,0.9
15,oea_controlled,9,0.164179,0.466134,0.0,0.9625
15,oea_controlled,10,0.162047,0.473512,0.0,0.95
15,oea_controlled,11,0.157783,0.495007,0.0,0.925
15,oea_controlled,12,0.15565,0.474221,0.0,0.9125
15,oea_controlled,13,0.149254,0.490528,0.0,0.875
15,oea_controlled,14,0.138593,0.478441,0.0,0.8125
15,oea_controlled,15,0.153518,0.505476,0.0,0.9
15,oea_controlled,16,0.153518,0.479148,0.0,0.9
15,oea_controlled,17,0.144989,0.472671,0.0,0.85
15,oea_controlled,18,0.157783,0.465961,0.0,0.925
15,oea_controlled,19,0.164179,0.480553,0.0,0.9625
15,oea_controlled,20,0.15565,0.489857,0.0,0.9125
15,oea_controlled,21,0.15565,0.493992,0.0,0.9125
15,oea_controlled,22,0.15565,0.498936,0.0,0.9125
15,oea_controlled,23,0.15565,0.489023,0.0,0.9125
15,oea_controlled,24,0.157783,0.47196,0.0,0.925
15,oea_controlled,25,0.159915,0.446062,0.0,0.9375
15,oea_controlled,26,0.157783,0.469589,0.0,0.925
15,oea_controlled,27,0.157783,0.482777,0.0,0.925
15,oea_controlled,28,0.166311,0.493641,0.0,0.975
15,oea_controlled,29,0.153518,0.475559,0.0,0.9
15,oea_controlled,30,0.153518,0.504668,0.0,0.9
16,uncontrolled,0,0.147122,0.507337,0.0,0.8625
16,uncontrolled,1,0.159915,0.5104,0.0,0.9375
16,uncontrolled,2,0.15565,0.520302,0.0,0.9125
16,uncontrolled,3,0.162047,0.491779,0.0,0.95
16,uncontrolled,4,0.153518,0.523044,0.0,0.9
16,uncontrolled,5,0.149254,0.452744,0.0,0.875
16,uncontrolled,6,0.157783,0.496537,0.0,0.925
16,uncontrolled,7,0.153518,0.515381,0.0,0.9
16,uncontrolled,8,0.149254,0.511646,0.0,0.875
16,uncontrolled,9,0.153518,0.522288,0.0,0.9
16,uncontrolled,10,0.147122,0.482693,0.0,0.8625
16,uncontrolled,11,0.157783,0.492534,0.0,0.925
16,uncontrolled,12,0.149254,0.50348,0.0,0.875
16,uncontrolled,13,0.15565,0.47181,0.0,0.9125
16,uncontrolled,14,0.15565,0.464161,0.0,0.9125
16,uncontrolled,15,0.149254,0.469326,0.0,0.875
16,uncontrolled,16,0.153518,0.458646,0.0,0.9
16,uncontrolled,17,0.153518,0.471173,0.0,0.9
16,uncontrolled,18,0.168443,0.494968,0.0,0.9875
16,uncontrolled,19,0.15565,0.492561,0.0,0.9125
16,uncontrolled,20,0.151386,0.515472,0.0,0.8875
16,uncontrolled,21,0.151386,0.530881,0.0,0.8875
16,uncontrolled,22,0.157783,0.492036,0.0,0.925
16,uncontrolled,23,0.159915,0.480001,0.0,0.9375
16,uncontrolled,24,0.159915,0.474978,0.0,0.9375
16,uncontrolled,25,0.157783,0.501865,0.0,0.925
16,uncontrolled,26,0.149254,0.509755,0.0,0.875
16,uncontrolled,27,0.157783,0.505827,0.0,0.925
16,uncontrolled,28,0.162047,0.468157,0.0,0.95
16,uncontrolled,29,0.159915,0.491892,0.0,0.9375
16,uncontrolled,30,0.162047,0.488412,0.0,0.95
16,oea_controlled,0,0.15565,0.499127,0.0,0.9125
16,oea_controlled,1,0.153518,0.458707,0.0,0.9
16,oea_controlled,2,0.159915,0.445504,0.0,0.9375
16,oea_controlled,3,0.162047,0.48013,0.0,0.95
16,oea_controlled,4,0.144989,0.508865,0.0,0.85
16,oea_controlled,5,0.149254,0.485912,0.0,0.875
16,oea_controlled,6,0.149254,0.465097,0.0,0.875
16,oea_controlled,7,0.157783,0.472883,0.0,0.925
16,oea_controlled,8,0.162047,0.499831,0.0,0.95
16,oea_controlled,9,0.153518,0.479924,0.0,0.9
16,oea_controlled,10,0.153518,0.480356,0.0,0.9
16,oea_controlled,11,0.157783,0.48396,0.0,0.925
16,oea_controlled,12,0.162047,0.496322,0.0,0.95
16,oea_controlled,13,0.157783,0.476699,0.0,0.925
16,oea_controlled,14,0.151386,0.484693,0.0,0.8875
16,oea_controlled,15,0.162047,0.475322,0.0,0.95
16,oea_controlled,16,0.151386,0.519865,0.0,0.8875
16,oea_controlled,17,0.162047,0.479308,0.0,0.95
16,oea_controlled,18,0.15565,0.530554,0.0,0.9125
16,oea_controlled,19,0.15565,0.489,0.0,0.9125
16,oea_controlled,20,0.164179,0.484802,0.0,0.9625
16,oea_controlled,21,0.157783,0.494805,0.0,0.925
16,oea_controlled,22,0.157783,0.478283,0.0,0.925
16,oea_controlled,23,0.157783,0.489688,0.0,0.925
16,oea_controlled,24,0.159915,0.453942,0.0,0.9375
16,oea_controlled,25,0.159915,0.457634,0.0,0.9375
16,oea_controlled,26,0.159915,0.498238,0.0,0.9375
16,oea_controlled,27,0.162047,0.488928,0.0,0.95
16,oea_controlled,28,0.144989,0.4785,0.0,0.85
16,oea_controlled,29,0.157783,0.440743,0.0,0.925
16,oea_controlled,30,0.149254,0.516709,0.0,0.875
17,uncontrolled,0,0.162047,0.499229,0.0,0.95
17,uncontrolled,1,0.153518,0.485961,0.0,0.9
17,uncontrolled,2,0.159915,0.481155,0.0,0.9375
17,uncontrolled,3,0.159915,0.492113,0.0,0.9375
17,uncontrolled,4,0.159915,0.507189,0.0,0.9375
17,uncontrolled,5,0.157783,0.48344,0.0,0.925
17,uncontrolled,6,0.153518,0.525875,0.0,0.9
17,uncontrolled,7,0.162047,0.459798,0.0,0.95
17,uncontrolled,8,0.157783,0.498525,0.0,0.925
17,uncontrolled,9,0.159915,0.495973,0.0,0.9375
17,uncontrolled,10,0.157783,0.506482,0.0,0.925
17,uncontrolled,11,0.159915,0.504476,0.0,0.9375
17,uncontrolled,12,0.153518,0.49078,0.0,0.9
17,uncontrolled,13,0.157783,0.476948,0.0,0.925
17,uncontrolled,14,0.151386,0.508637,0.0,0.8875
17,uncontrolled,15,0.15565,0.522808,0.0,0.9125
17,uncontrolled,16,0.151386,0.510983,0.0,0.8875
17,uncontrolled,17,0.149254,0.4966,0.0,0.875
17,uncontrolled,18,0.153518,0.510847,0.0,0.9
17,uncontrolled,19,0.162047,0.494576,0.0,0.95
17,uncontrolled,20,0.153518,0.496166,0.0,0.9
17,uncontrolled,21,0.15565,0.508426,0.0,0.9125
17,uncontrolled,22,0.15565,0.491016,0.0,0.9125
17,uncontrolled,23,0.162047,0.49655,0.0,0.95
17,uncontrolled,24,0.151386,0.496798,0.0,0.8875
17,uncontrolled,25,0.159915,0.477382,0.0,0.9375
17,uncontrolled,26,0.159915,0.474731,0.0,0.9375
17,uncontrolled,27,0.159915,0.521494,0.0,0.9375
17,uncontrolled,28,0.149254,0.506363,0.0,0.875
17,uncontrolled,29,0.162047,0.492589,0.0,0.95
17,uncontrolled,30,0.162047,0.471113,0.0,0.95
17,oea_controlled,0,0.151386,0.508418,0.0,0.8875
17,oea_controlled,1,0.153518,0.489624,0.0,0.9
17,oea_controlled,2,0.15565,0.50079,0.0,0.9125
17,oea_controlled,3,0.147122,0.503316,0.0,0.8625
17,oea_controlled,4,0.164179,0.440355,0.0,0.9625
17,oea_controlled,5,0.157783,0.473517,0.0,0.925
17,oea_controlled,6,0.147122,0.492112,0.0,0.8625
17,oea_controlled,7,0.162047,0.474522,0.0,0.95
17,oea_controlled,8,0.159915,0.487374,0.0,0.9375
17,oea_controlled,9,0.166311,0.485587,0.0,0.975
17,oea_controlled,10,0.147122,0.500427,0.0,0.8625
17,oea_controlled,11,0.151386,0.502902,0.0,0.8875
17,oea_controlled,12,0.162047,0.475157,0.0,0.95
17,oea_controlled,13,0.151386,0.487648,0.0,0.8875
17,oea_controlled,14,0.157783,0.482891,0.0,0.925
17,oea_controlled,15,0.153518,0.484627,0.0,0.9
17,oea_controlled,16,0.153518,0.462447,0.0,0.9
17,oea_controlled,17,0.151386,0.515886,0.0,0.8875
17,oea_controlled,18,0.157783,0.468213,0.0,0.925
17,oea_controlled,19,0.15565,0.460357,0.0,0.9125
17,oea_controlled,20,0.164179,0.440424,0.0,0.9625
17,oea_controlled,21,0.151386,0.486036,0.0,0.8875
17,oea_controlled,22,0.15565,0.464736,0.0,0.9125
17,oea_controlled,23,0.151386,0.511974,0.0,0.8875
17,oea_controlled,24,0.151386,0.492541,0.0,0.8875
17,oea_controlled,25,0.159915,0.487814,0.0,0.9375
17,oea_controlled,26,0.162047,0.497122,0.0,0.95
17,oea_controlled,27,0.149254,0.504376,0.0,0.875
17,oea_controlled,28,0.159915,0.470395,0.0,0.9375
17,oea_controlled,29,0.162047,0.501084,0.0,0.95
17,oea_controlled,30,0.149254,0.49309,0.0,0.875
18,uncontrolled,0,0.157783,0.429721,0.0,0.925
18,uncontrolled,1,0.162047,0.454762,0.0,0.95
18,uncontrolled,2,0.157783,0.504222,0.0,0.925
18,uncontrolled,3,0.15565,0.481797,0.0,0.9125
18,uncontrolled,4,0.149254,0.479361,0.0,0.875
18,uncontrolled,5,0.153518,0.491098,0.0,0.9
18,uncontrolled,6,0.159915,0.479948,0.0,0.9375
18,uncontrolled,7,0.157783,0.489108,0.0,0.925
18,uncontrolled,8,0.159915,0.45939,0.0,0.9375
18,uncontrolled,9,0.162047,0.471495,0.0,0.95
18,uncontrolled,10,0.15565,0.496102,0.0,0.9125
18,uncontrolled,11,0.157783,0.524009,0.0,0.925
18,uncontrolled,12,0.162047,0.47651,0.0,0.95
18,uncontrolled,13,0.159915,0.479027,0.0,0.9375
18,uncontrolled,14,0.157783,0.516437,0.0,0.925
18,uncontrolled,15,0.144989,0.477642,0.0,0.85
18,uncontrolled,16,0.149254,0.510511,0.0,0.875
18,uncontrolled,17,0.15565,0.497923,0.0,0.9125
18,uncontrolled,18,0.162047,0.492105,0.0,0.95
18,uncontrolled,19,0.159915,0.46101,0.0,0.9375
18,uncontrolled,20,0.162047,0.493853,0.0,0.95
18,uncontrolled,21,0.159915,0.46424,0.0,0.9375
18,uncontrolled,22,0.159915,0.510442,0.0,0.9375
18,uncontrolled,23,0.157783,0.509444,0.0,0.925
18,uncontrolled,24,0.151386,0.48568,0.0,0.8875
18,uncontrolled,25,0.151386,0.491545,0.0,0.8875
18,uncontrolled,26,0.159915,0.476313,0.0,0.9375
18,uncontrolled,27,0.153518,0.497023,0.0,0.9
18,uncontrolled,28,0.153518,0.491357,0.0,0.9
18,uncontrolled,29,0.157783,0.519616,0.0,0.925
18,uncontrolled,30,0.151386,0.455409,0.0,0.8875
18,oea_controlled,0,0.15565,0.474553,0.0,0.9125
18,oea_controlled,1,0.153518,0.440489,0.0,0.9
18,oea_controlled,2,0.15565,0.504786,0.0,0.9125
18,oea_controlled,3,0.157783,0.475547,0.0,0.925
18,oea_controlled,4,0.159915,0.473801,0.0,0.9375
18,oea_controlled,5,0.157783,0.44829,0.0,0.925
18,oea_controlled,6,0.159915,0.487294,0.0,0.9375
18,oea_controlled,7,0.157783,0.479637,0.0,0.925
18,oea_controlled,8,0.157783,0.486661,0.0,0.925
18,oea_controlled,9,0.162047,0.468506,0.0,0.95
18,oea_controlled,10,0.157783,0.486253,0.0,0.925
18,oea_controlled,11,0.149254,0.499547,0.0,0.875
18,oea_controlled,12,0.157783,0.490866,0.0,0.925
18,oea_controlled,13,0.151386,0.502894,0.0,0.8875
18,oea_controlled,14,0.157783,0.491716,0.0,0.925
18,oea_controlled,15,0.147122,0.533364,0.0,0.8625
18,oea_controlled,16,0.153518,0.502945,0.0,0.9
18,oea_controlled,17,0.153518,0.45134,0.0,0.9
18,oea_controlled,18,0.164179,0.467019,0.0,0.9625
18,oea_controlled,19,0.149254,0.502668,0.0,0.875
18,oea_controlled,20,0.162047,0.504869,0.0,0.95
18,oea_controlled,21,0.159915,0.46992,0.0,0.9375
18,oea_controlled,22,0.153518,0.474272,0.0,0.9
18,oea_controlled,23,0.159915,0.465751,0.0,0.9375
18,oea_controlled,24,0.159915,0.475525,0.0,0.9375
18,oea_controlled,25,0.15565,0.481685,0.0,0.9125
18,oea_controlled,26,0.151386,0.490078,0.0,0.8875
18,oea_controlled,27,0.151386,0.441155,0.0,0.8875
18,oea_controlled,28,0.157783,0.459346,0.0,0.925
18,oea_controlled,29,0.15565,0.501238,0.0,0.9125
18,oea_controlled,30,0.166311,0.485553,0.0,0.975
19,uncontrolled,0,0.15565,0.490526,0.0,0.9125
19,uncontrolled,1,0.151386,0.50737,0.0,0.8875
19,uncontrolled,2,0.151386,0.52576,0.0,0.8875
19,uncontrolled,3,0.157783,0.489212,0.0,0.925
19,uncontrolled,4,0.15565,0.507616,0.0,0.9125
19,uncontrolled,5,0.157783,0.492035,0.0,0.925
19,uncontrolled,6,0.15565,0.510175,0.0,0.9125
19,uncontrolled,7,0.153518,0.515216,0.0,0.9
19,uncontrolled,8,0.159915,0.489126,0.0,0.9375
19,uncontrolled,9,0.164179,0.48414,0.0,0.9625
19,uncontrolled,10,0.144989,0.48692,0.0,0.85
19,uncontrolled,11,0.15565,0.504584,0.0,0.9125
19,uncontrolled,12,0.162047,0.494017,0.0,0.95
19,uncontrolled,13,0.157783,0.482565,0.0,0.925
19,uncontrolled,14,0.164179,0.493834,0.0,0.9625
19,uncontrolled,15,0.164179,0.490459,0.0,0.9625
19,uncontrolled,16,0.15565,0.481796,0.0,0.9125
19,uncontrolled,17,0.153518,0.464514,0.0,0.9
19,uncontrolled,18,0.15565,0.473832,0.0,0.9125
19,uncontrolled,19,0.153518,0.504618,0.0,0.9
19,uncontrolled,20,0.149254,0.422467,0.0,0.875
19,uncontrolled,21,0.157783,0.479777,0.0,0.925
19,uncontrolled,22,0.168443,0.499286,0.0,0.9875
19,uncontrolled,23,0.15565,0.519421,0.0,0.9125
19,uncontrolled,24,0.159915,0.483273,0.0,0.9375
19,uncontrolled,25,0.157783,0.458243,0.0,0.925
19,uncontrolled,26,0.159915,0.487883,0.0,0.9375
19,uncontrolled,27,0.157783,0.470831,0.0,0.925
19,uncontrolled,28,0.159915,0.479376,0.0,0.9375
19,uncontrolled,29,0.15565,0.522238,0.0,0.9125
19,uncontrolled,30,0.15565,0.528882,0.0,0.9125
19,oea_controlled,0,0.157783,0.5041,0.0,0.925
19,oea_controlled,1,0.15565,0.460976,0.0,0.9125
19,oea_controlled,2,0.159915,0.495347,0.0,0.9375
19,oea_controlled,3,0.153518,0.46217,0.0,0.9
19,oea_controlled,4,0.159915,0.443545,0.0,0.9375
19,oea_controlled,5,0.159915,0.501272,0.0,0.9375
19,oea_controlled,6,0.159915,0.475933,0.0,0.9375
19,oea_controlled,7,0.147122,0.477033,0.0,0.8625
19,oea_controlled,8,0.147122,0.509035,0.0,0.8625
19,oea_controlled,9,0.157783,0.469053,0.0,0.925
19,oea_controlled,10,0.159915,0.491821,0.0,0.9375
19,oea_controlled,11,0.157783,0.507714,0.0,0.925
19,oea_controlled,12,0.164179,0.47457,0.0,0.9625
19,oea_controlled,13,0.151386,0.476872,0.0,0.8875
19,oea_controlled,14,0.162047,0.479927,0.0,0.95
19,oea_controlled,15,0.157783,0.49518,0.0,0.925
19,oea_controlled,16,0.162047,0.481412,0.0,0.95
19,oea_controlled,17,0.142857,0.451765,0.0,0.8375
19,oea_controlled,18,0.153518,0.496495,0.0,0.9
19,oea_controlled,19,0.149254,0.522151,0.0,0.875
19,oea_controlled,20,0.159915,0.432044,0.0,0.9375
19,oea_controlled,21,0.157783,0.485172,0.0,0.925
19,oea_controlled,22,0.162047,0.44012,0.0,0.95
19,oea_controlled,23,0.157783,0.481219,0.0,0.925
19,oea_controlled,24,0.15565,0.499026,0.0,0.9125
19,oea_controlled,25,0.153518,0.494179,0.0,0.9
19,oea_controlled,26,0.157783,0.49308,0.0,0.925
19,oea_controlled,27,0.144989,0.494352,0.0,0.85
19,oea_controlled,28,0.15565,0.510965,0.0,0.9125
19,oea_controlled,29,0.15565,0.517968,0.0,0.9125
19,oea_controlled,30,0.15565,0.498345,0.0,0.9125
